Area Code,Date,Territory,Territory Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
775,1/10/2013,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,$110 ,$180 ,$130 ,$290 ,$257 ,"1,662",$341 ,$84 ,$332 ,$637 ,$117 
971,1/10/2013,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,$0 ,$20 ,$20 ,$20 ,$21 ,480,$32 ,$5 ,$24 ,$56 ,$16 
435,1/10/2013,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,$10 ,$40 ,$20 ,$50 ,$45 ,320,$64 ,$41 ,($9),$116 ,$70 
425,1/10/2013,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,$20 ,$50 ,$40 ,$70 ,$60 ,329,$99 ,$18 ,$85 ,$169 ,$42 
775,1/10/2013,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,$110 ,$120 ,$80 ,$230 ,$239 ,"1,755",$239 ,$66 ,$221 ,$509 ,$90 
503,1/10/2013,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,$30 ,$60 ,$50 ,$90 ,$82 ,788,$123 ,$27 ,$95 ,$218 ,$59 
435,1/10/2013,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,$10 ,$30 ,$20 ,$40 ,$39 ,244,$53 ,$12 ,$21 ,$98 ,$39 
509,1/10/2013,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,$20 ,$30 ,$30 ,$50 ,$46 ,449,$67 ,$14 ,$46 ,$120 ,$36 
702,1/10/2013,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,$110 ,($110),($170),$0 ,$255 ,"7,058",($255),$96 ,($539),$22 ,$129 
541,1/10/2013,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,$40 ,$60 ,$50 ,$100 ,$91 ,656,$127 ,$28 ,$113 ,$232 ,$51 
435,1/10/2013,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,$0 ,$20 ,$10 ,$20 ,$25 ,209,$31 ,$9 ,($18),$60 ,$43 
206,1/10/2013,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,$20 ,$40 ,$10 ,$60 ,$60 ,606,$84 ,$54 ,$0 ,$153 ,$84 
720,1/11/2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,$80 ,$110 ,$80 ,$190 ,$81 ,984,$117 ,$22 ,$125 ,$211 ,$33 
847,1/11/2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,$110 ,$160 ,$110 ,$270 ,$113 ,803,$165 ,$36 ,$157 ,$296 ,$59 
614,1/11/2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,$50 ,$70 ,$10 ,$120 ,$52 ,509,$73 ,$47 ,($4),$133 ,$76 
970,1/11/2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,$90 ,$150 ,$100 ,$240 ,$75 ,659,$114 ,$24 ,$86 ,$201 ,$56 
847,1/11/2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,$270 ,$270 ,$200 ,$540 ,$211 ,"1,778",$212 ,$59 ,$191 ,$451 ,$83 
937,1/11/2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,$70 ,$80 ,$40 ,$150 ,$55 ,410,$69 ,$20 ,$24 ,$132 ,$53 
904,1/11/2013,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,$90 ,$130 ,$90 ,$220 ,$102 ,666,$143 ,$31 ,$132 ,$261 ,$54 
772,1/11/2013,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,$70 ,$100 ,$60 ,$170 ,$77 ,557,$103 ,$25 ,$76 ,$192 ,$52 
936,1/11/2013,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,$40 ,$60 ,$40 ,$100 ,$40 ,536,$52 ,$13 ,$39 ,$98 ,$26 
254,1/11/2013,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,$30 ,$60 ,$40 ,$90 ,$50 ,589,$73 ,$14 ,$71 ,$131 ,$25 
626,1/11/2013,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,$200 ,($30),($130),$170 ,$173 ,"3,909",($27),$57 ,($188),$156 ,$100 
213,1/11/2013,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,$220 ,$290 ,$190 ,$510 ,$228 ,"1,691",$304 ,$75 ,$292 ,$567 ,$107 
719,1/11/2013,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,$110 ,$170 ,$130 ,$280 ,$118 ,930,$172 ,$33 ,$190 ,$309 ,$44 
234,1/11/2013,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,$50 ,$80 ,$50 ,$130 ,$59 ,411,$79 ,$19 ,$49 ,$147 ,$46 
719,1/11/2013,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,$30 ,$60 ,$40 ,$90 ,$40 ,536,$52 ,$13 ,$40 ,$98 ,$25 
815,1/11/2013,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,$170 ,$230 ,$140 ,$400 ,$173 ,"1,150",$239 ,$57 ,$206 ,$439 ,$100 
234,1/11/2013,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,$40 ,$70 ,$40 ,$110 ,$46 ,424,$68 ,$14 ,$47 ,$121 ,$36 
303,1/11/2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,$60 ,$90 ,$70 ,$150 ,$50 ,589,$73 ,$14 ,$71 ,$131 ,$25 
630,1/11/2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,$290 ,$390 ,$290 ,$680 ,$228 ,"1,691",$304 ,$75 ,$291 ,$567 ,$108 
234,1/11/2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,$230 ,$230 ,$170 ,$460 ,$181 ,"1,283",$182 ,$50 ,$159 ,$387 ,$75 
786,1/11/2013,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,$70 ,$100 ,$60 ,$170 ,$78 ,798,$119 ,$25 ,$93 ,$210 ,$56 
857,1/11/2013,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,$60 ,$340 ,$300 ,$400 ,$75 ,"-3,287",$379 ,$24 ,$481 ,$484 ,$55 
607,1/11/2013,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,$220 ,$340 ,$230 ,$560 ,$249 ,"2,580",$374 ,$87 ,$350 ,$664 ,$138 
813,1/11/2013,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,$90 ,$120 ,$20 ,$210 ,$94 ,694,$130 ,$85 ,$22 ,$239 ,$115 
339,1/11/2013,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,$50 ,$60 ,$0 ,$110 ,$52 ,554,$68 ,$47 ,($12),$128 ,$76 
914,1/11/2013,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,$110 ,($60),($190),$50 ,$121 ,"3,385",($60),$109 ,($300),$65 ,$142 
617,1/11/2013,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,$170 ,$180 ,$120 ,$350 ,$181 ,"1,283",$182 ,$50 ,$160 ,$387 ,$74 
917,1/11/2013,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,$200 ,$460 ,$390 ,$660 ,$211 ,933,$464 ,$59 ,$565 ,$719 ,$83 
432,1/11/2013,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,$260 ,$320 ,$230 ,$580 ,$225 ,"1,272",$265 ,$69 ,$258 ,$522 ,$91 
806,1/11/2013,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,$50 ,$90 ,$40 ,$140 ,$75 ,"-1,050",$114 ,$24 ,$88 ,$201 ,$55 
915,1/11/2013,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,$90 ,$130 ,$100 ,$220 ,$118 ,930,$172 ,$33 ,$188 ,$309 ,$45 
916,1/11/2013,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,$130 ,$0 ,($50),$130 ,$113 ,"2,758",$3 ,$36 ,($83),$124 ,$59 
213,1/11/2013,West,Major Territory,Colombian,Beans,Coffee,California,Regular,$290 ,$450 ,$310 ,$740 ,$249 ,"2,580",$374 ,$87 ,$349 ,$664 ,$139 
951,1/11/2013,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,$200 ,$210 ,$140 ,$410 ,$211 ,"1,778",$212 ,$59 ,$191 ,$451 ,$83 
916,1/11/2013,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,$110 ,$170 ,$40 ,$280 ,$121 ,912,$168 ,$109 ,$39 ,$308 ,$142 
970,1/11/2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,$170 ,$160 ,$100 ,$330 ,$181 ,"1,283",$182 ,$50 ,$159 ,$387 ,$75 
708,1/11/2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,$110 ,$150 ,$110 ,$260 ,$118 ,930,$172 ,$33 ,$188 ,$309 ,$45 
440,1/11/2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,$30 ,$40 ,$30 ,$70 ,$32 ,482,$48 ,$8 ,$43 ,$85 ,$19 
970,1/11/2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,$40 ,$70 ,$10 ,$110 ,$52 ,509,$73 ,$47 ,($6),$133 ,$77 
312,1/11/2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,$30 ,$50 ,$30 ,$80 ,$40 ,536,$52 ,$13 ,$40 ,$98 ,$25 
419,1/11/2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,$30 ,$50 ,$40 ,$80 ,$36 ,862,$52 ,$10 ,$45 ,$94 ,$22 
970,1/11/2013,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,$50 ,$70 ,$40 ,$120 ,$59 ,411,$79 ,$19 ,$47 ,$147 ,$47 
708,1/11/2013,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,$70 ,$110 ,$80 ,$180 ,$81 ,984,$117 ,$22 ,$125 ,$211 ,$33 
727,1/11/2013,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,$10 ,$20 ,$10 ,$30 ,$22 ,570,$30 ,$7 ,$16 ,$55 ,$19 
561,1/11/2013,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,$40 ,$40 ,$10 ,$80 ,$54 ,391,$67 ,$20 ,$19 ,$129 ,$54 
857,1/11/2013,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,$40 ,$50 ,$20 ,$90 ,$55 ,410,$69 ,$20 ,$22 ,$132 ,$54 
585,1/11/2013,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,$180 ,$240 ,$140 ,$420 ,$245 ,"1,704",$331 ,$93 ,$303 ,$614 ,$127 
561,1/11/2013,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,$50 ,$60 ,$30 ,$110 ,$75 ,"1,063",$89 ,$23 ,$65 ,$175 ,$45 
518,1/11/2013,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,$160 ,($50),($120),$110 ,$225 ,"4,742",($65),$69 ,($232),$171 ,$91 
936,1/11/2013,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,$50 ,$70 ,$40 ,$120 ,$59 ,411,$79 ,$19 ,$47 ,$147 ,$47 
806,1/11/2013,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,$40 ,$60 ,$30 ,$100 ,$46 ,424,$68 ,$14 ,$46 ,$121 ,$37 
760,1/11/2013,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,$70 ,$110 ,$80 ,$180 ,$81 ,984,$117 ,$22 ,$125 ,$211 ,$33 
510,1/11/2013,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,$210 ,$240 ,$160 ,$450 ,$225 ,"1,272",$265 ,$69 ,$258 ,$522 ,$91 
323,1/11/2013,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,$30 ,$50 ,$30 ,$80 ,$40 ,536,$52 ,$13 ,$40 ,$98 ,$25 
719,1/11/2013,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,$40 ,$60 ,$20 ,$100 ,$55 ,410,$69 ,$20 ,$22 ,$132 ,$54 
708,1/11/2013,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,$40 ,$60 ,$40 ,$100 ,$50 ,589,$73 ,$14 ,$71 ,$131 ,$25 
614,1/11/2013,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,$60 ,$100 ,$60 ,$160 ,$78 ,798,$119 ,$25 ,$92 ,$210 ,$57 
719,1/11/2013,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,$40 ,$60 ,$30 ,$100 ,$57 ,"1,042",$68 ,$17 ,$43 ,$133 ,$39 
309,1/11/2013,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,$60 ,$90 ,$50 ,$150 ,$75 ,659,$114 ,$24 ,$88 ,$201 ,$55 
740,1/11/2013,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,$80 ,$120 ,$70 ,$200 ,$102 ,666,$143 ,$31 ,$132 ,$261 ,$54 
970,1/11/2013,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,$70 ,$90 ,$60 ,$160 ,$88 ,561,$112 ,$29 ,$104 ,$213 ,$42 
352,1/11/2013,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,$20 ,$50 ,$40 ,$70 ,$28 ,875,$42 ,$7 ,$34 ,$75 ,$19 
351,1/11/2013,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,$30 ,$60 ,$40 ,$90 ,$36 ,862,$52 ,$10 ,$46 ,$94 ,$21 
516,1/11/2013,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,$80 ,$120 ,$90 ,$200 ,$81 ,984,$117 ,$22 ,$125 ,$211 ,$33 
914,1/11/2013,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,$120 ,$170 ,$130 ,$290 ,$118 ,930,$172 ,$33 ,$188 ,$309 ,$45 
904,1/11/2013,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,$30 ,$50 ,$40 ,$80 ,$31 ,856,$47 ,$8 ,$42 ,$83 ,$19 
978,1/11/2013,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,$30 ,$50 ,$40 ,$80 ,$32 ,482,$48 ,$8 ,$43 ,$85 ,$19 
914,1/11/2013,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,$50 ,$70 ,$50 ,$120 ,$50 ,589,$73 ,$14 ,$70 ,$131 ,$26 
805,1/11/2013,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,$80 ,$130 ,$110 ,$210 ,$118 ,930,$172 ,$33 ,$190 ,$309 ,$44 
760,1/11/2013,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,$30 ,$50 ,$40 ,$80 ,$50 ,589,$73 ,$14 ,$70 ,$131 ,$26 
209,1/11/2013,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,$50 ,$80 ,$40 ,$130 ,$75 ,659,$114 ,$24 ,$88 ,$201 ,$55 
319,1/11/2013,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,$0 ,$20 ,$10 ,$20 ,$10 ,596,$13 ,$3 ,($4),$25 ,$16 
417,1/11/2013,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,$60 ,$80 ,$40 ,$140 ,$69 ,"1,060",$81 ,$21 ,$56 ,$160 ,$43 
920,1/11/2013,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,$70 ,$100 ,$60 ,$170 ,$77 ,557,$103 ,$25 ,$76 ,$192 ,$52 
515,1/11/2013,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,$0 ,$50 ,$40 ,$50 ,$0 ,387,$43 ,$0 ,$46 ,$46 ,$12 
636,1/11/2013,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,$40 ,$60 ,$50 ,$100 ,$33 ,836,$48 ,$9 ,$40 ,$86 ,$21 
920,1/11/2013,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,$20 ,$40 ,$30 ,$60 ,$22 ,570,$30 ,$7 ,$16 ,$55 ,$19 
203,1/11/2013,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,$50 ,$70 ,$40 ,$120 ,$53 ,380,$71 ,$17 ,$39 ,$132 ,$45 
504,1/11/2013,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,$30 ,$60 ,$50 ,$90 ,$31 ,856,$47 ,$8 ,$42 ,$83 ,$19 
505,1/11/2013,South,Small Territory,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,$90 ,$50 ,$10 ,$140 ,$82 ,"1,804",$40 ,$25 ,($12),$130 ,$48 
580,1/11/2013,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,$40 ,$60 ,$40 ,$100 ,$36 ,862,$52 ,$10 ,$45 ,$94 ,$22 
337,1/11/2013,South,Small Territory,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,$30 ,$60 ,$30 ,$90 ,$49 ,454,$71 ,$15 ,$50 ,$128 ,$37 
505,1/11/2013,South,Small Territory,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,$20 ,$40 ,$20 ,$60 ,$35 ,248,$47 ,$11 ,$12 ,$87 ,$39 
580,1/11/2013,South,Small Territory,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,$60 ,$90 ,$40 ,$150 ,$78 ,798,$119 ,$25 ,$92 ,$210 ,$57 
702,1/11/2013,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,$30 ,$40 ,$20 ,$70 ,$29 ,"1,003",$35 ,$8 ,$7 ,$68 ,$30 
503,1/11/2013,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,$50 ,$80 ,$50 ,$130 ,$46 ,424,$68 ,$14 ,$47 ,$121 ,$36 
435,1/11/2013,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,$90 ,$120 ,$60 ,$210 ,$82 ,601,$102 ,$31 ,$56 ,$196 ,$64 
509,1/11/2013,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,$110 ,$150 ,$40 ,$260 ,$94 ,694,$130 ,$85 ,$24 ,$239 ,$114 
775,1/11/2013,West,Small Territory,Decaf Espresso,Beans,Espresso,Nevada,Decaf,$20 ,$30 ,$20 ,$50 ,$22 ,802,$34 ,$6 ,$25 ,$60 ,$17 
971,1/11/2013,West,Small Territory,Decaf Espresso,Beans,Espresso,Oregon,Decaf,$170 ,$180 ,$120 ,$350 ,$181 ,"1,283",$182 ,$50 ,$160 ,$387 ,$74 
435,1/11/2013,West,Small Territory,Decaf Espresso,Beans,Espresso,Utah,Decaf,$50 ,$70 ,$50 ,$120 ,$54 ,885,$78 ,$15 ,$77 ,$141 ,$26 
425,1/11/2013,West,Small Territory,Decaf Espresso,Beans,Espresso,Washington,Decaf,$70 ,$80 ,$40 ,$150 ,$75 ,"1,063",$89 ,$23 ,$67 ,$175 ,$44 
712,1/11/2013,Central,Small Territory,Amaretto,Beans,Coffee,Iowa,Regular,$10 ,$20 ,$10 ,$30 ,$15 ,848,$24 ,$4 ,$12 ,$42 ,$16 
262,1/11/2013,Central,Small Territory,Amaretto,Beans,Coffee,Wisconsin,Regular,$50 ,$60 ,$20 ,$110 ,$54 ,391,$67 ,$20 ,$21 ,$129 ,$53 
515,1/11/2013,Central,Small Territory,Colombian,Beans,Coffee,Iowa,Regular,$20 ,$40 ,$20 ,$60 ,$29 ,"1,003",$35 ,$8 ,$7 ,$68 ,$30 
573,1/11/2013,Central,Small Territory,Colombian,Beans,Coffee,Missouri,Regular,$80 ,$100 ,$40 ,$180 ,$82 ,601,$102 ,$31 ,$56 ,$196 ,$64 
608,1/11/2013,Central,Small Territory,Colombian,Beans,Coffee,Wisconsin,Regular,$90 ,$130 ,$30 ,$220 ,$94 ,694,$130 ,$85 ,$24 ,$239 ,$114 
515,1/11/2013,Central,Small Territory,Caffe Mocha,Beans,Espresso,Iowa,Regular,$20 ,$50 ,$40 ,$70 ,$22 ,802,$34 ,$6 ,$24 ,$60 ,$18 
573,1/11/2013,Central,Small Territory,Caffe Mocha,Beans,Espresso,Missouri,Regular,$60 ,$100 ,$80 ,$160 ,$54 ,885,$78 ,$15 ,$76 ,$141 ,$27 
715,1/11/2013,Central,Small Territory,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,$90 ,$110 ,$70 ,$200 ,$75 ,"1,063",$89 ,$23 ,$67 ,$175 ,$44 
603,1/11/2013,East,Small Territory,Amaretto,Beans,Coffee,New Hampshire,Regular,$40 ,$60 ,$40 ,$100 ,$46 ,316,$67 ,$14 ,$45 ,$120 ,$37 
203,1/11/2013,East,Small Territory,Colombian,Beans,Coffee,Connecticut,Regular,$110 ,$180 ,$130 ,$290 ,$130 ,"1,134",$195 ,$42 ,$181 ,$346 ,$73 
603,1/11/2013,East,Small Territory,Colombian,Beans,Coffee,New Hampshire,Regular,$30 ,$60 ,$30 ,$90 ,$43 ,452,$66 ,$14 ,$30 ,$116 ,$46 
475,1/11/2013,East,Small Territory,Caffe Mocha,Beans,Espresso,Connecticut,Regular,$60 ,$80 ,$10 ,$140 ,$61 ,613,$86 ,$55 ,$3 ,$157 ,$84 
603,1/11/2013,East,Small Territory,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,$40 ,$60 ,$10 ,$100 ,$44 ,325,$62 ,$40 ,($12),$113 ,$70 
603,1/11/2013,East,Small Territory,Regular Espresso,Beans,Espresso,New Hampshire,Regular,$30 ,$40 ,$0 ,$70 ,$34 ,211,$42 ,$12 ,($4),$81 ,$45 
318,1/11/2013,South,Small Territory,Colombian,Beans,Coffee,Louisiana,Regular,$50 ,$80 ,$60 ,$130 ,$47 ,834,$68 ,$13 ,$65 ,$123 ,$24 
505,1/11/2013,South,Small Territory,Colombian,Beans,Coffee,New Mexico,Regular,$50 ,$70 ,$30 ,$120 ,$43 ,452,$66 ,$14 ,$30 ,$116 ,$46 
918,1/11/2013,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,$100 ,$130 ,$90 ,$230 ,$88 ,561,$112 ,$29 ,$105 ,$213 ,$41 
318,1/11/2013,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,$40 ,$70 ,$10 ,$110 ,$61 ,-906,$86 ,$55 ,$1 ,$157 ,$85 
505,1/11/2013,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,$20 ,$30 ,($10),$50 ,$34 ,-522,$42 ,$12 ,($6),$81 ,$46 
405,1/11/2013,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,$80 ,$100 ,$60 ,$180 ,$102 ,"-2,003",$143 ,$31 ,$132 ,$261 ,$54 
318,1/11/2013,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,$40 ,$60 ,$30 ,$100 ,$53 ,321,$88 ,$16 ,$73 ,$150 ,$39 
505,1/11/2013,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,$30 ,$50 ,$0 ,$80 ,$44 ,325,$62 ,$40 ,($10),$113 ,$69 
580,1/11/2013,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,$20 ,$40 ,$30 ,$60 ,$32 ,482,$48 ,$8 ,$43 ,$85 ,$19 
971,1/11/2013,West,Small Territory,Amaretto,Beans,Coffee,Oregon,Regular,$60 ,$80 ,$10 ,$140 ,$52 ,509,$73 ,$47 ,($6),$133 ,$77 
435,1/11/2013,West,Small Territory,Amaretto,Beans,Coffee,Utah,Regular,$80 ,$90 ,$50 ,$170 ,$69 ,"1,060",$81 ,$21 ,$58 ,$160 ,$42 
775,1/11/2013,West,Small Territory,Colombian,Beans,Coffee,Nevada,Regular,$30 ,$50 ,$10 ,$80 ,$33 ,243,$41 ,$12 ,($6),$79 ,$45 
541,1/11/2013,West,Small Territory,Colombian,Beans,Coffee,Oregon,Regular,$60 ,$90 ,$40 ,$150 ,$53 ,470,$75 ,$17 ,$21 ,$136 ,$61 
435,1/11/2013,West,Small Territory,Colombian,Beans,Coffee,Utah,Regular,$60 ,$80 ,$50 ,$140 ,$53 ,380,$71 ,$17 ,$40 ,$132 ,$44 
253,1/11/2013,West,Small Territory,Colombian,Beans,Coffee,Washington,Regular,$70 ,$110 ,$70 ,$180 ,$63 ,446,$93 ,$20 ,$74 ,$166 ,$43 
775,1/11/2013,West,Small Territory,Caffe Latte,Beans,Espresso,Nevada,Regular,$0 ,$40 ,$30 ,$40 ,$0 ,387,$43 ,$0 ,$46 ,$46 ,$12 
503,1/11/2013,West,Small Territory,Caffe Latte,Beans,Espresso,Oregon,Regular,$50 ,$70 ,$30 ,$120 ,$55 ,410,$69 ,$20 ,$24 ,$132 ,$53 
435,1/11/2013,West,Small Territory,Caffe Latte,Beans,Espresso,Utah,Regular,$30 ,$40 ,$30 ,$70 ,$33 ,836,$48 ,$9 ,$40 ,$86 ,$21 
425,1/11/2013,West,Small Territory,Caffe Latte,Beans,Espresso,Washington,Regular,$20 ,$30 ,$20 ,$50 ,$22 ,570,$30 ,$7 ,$16 ,$55 ,$19 
775,1/11/2013,West,Small Territory,Caffe Mocha,Beans,Espresso,Nevada,Regular,$10 ,$20 ,$10 ,$30 ,$15 ,848,$24 ,$4 ,$13 ,$42 ,$15 
541,1/11/2013,West,Small Territory,Caffe Mocha,Beans,Espresso,Oregon,Regular,$50 ,$80 ,$50 ,$130 ,$59 ,411,$79 ,$19 ,$49 ,$147 ,$46 
801,1/11/2013,West,Small Territory,Caffe Mocha,Beans,Espresso,Utah,Regular,$90 ,$130 ,$90 ,$220 ,$101 ,552,$130 ,$33 ,$126 ,$246 ,$45 
206,1/11/2013,West,Small Territory,Caffe Mocha,Beans,Espresso,Washington,Regular,$50 ,$60 ,$20 ,$110 ,$54 ,391,$67 ,$20 ,$19 ,$129 ,$54 
641,1/11/2013,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,$210 ,$280 ,$180 ,$490 ,$228 ,"1,691",$304 ,$75 ,$291 ,$567 ,$108 
314,1/11/2013,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,$40 ,$50 ,$0 ,$90 ,$44 ,325,$62 ,$40 ,($12),$113 ,$70 
262,1/11/2013,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,$50 ,$80 ,$50 ,$130 ,$53 ,321,$88 ,$16 ,$71 ,$150 ,$40 
641,1/11/2013,Central,Small Territory,Lemon,Leaves,Herbal Tea,Iowa,Decaf,$100 ,$150 ,$100 ,$250 ,$113 ,803,$165 ,$36 ,$159 ,$296 ,$58 
314,1/11/2013,Central,Small Territory,Lemon,Leaves,Herbal Tea,Missouri,Decaf,$70 ,$40 ,$0 ,$110 ,$82 ,"1,804",$40 ,$25 ,($13),$130 ,$49 
